UP_Category,Plan,Currency,Profile,Age,Rate
Premium UP>=1M,PPP 17,US$,Female Non Smoker,48,8.62
Premium UP>=1M,PPP 17,US$,Female Non Smoker,49,9.25
Premium UP>=1M,PPP 17,US$,Female Non Smoker,50,9.94
Premium UP>=1M,PPP 17,US$,Female Non Smoker,51,10.69
Premium UP>=1M,PPP 17,US$,Female Non Smoker,52,11.5
Premium UP>=1M,PPP 17,US$,Female Non Smoker,53,12.4
Premium UP>=1M,PPP 17,US$,Female Non Smoker,54,12.92
Premium UP>=1M,PPP 17,US$,Female Non Smoker,55,13.45
Premium UP>=1M,PPP 17,US$,Female Non Smoker,56,14.01
Premium UP>=1M,PPP 17,US$,Female Non Smoker,57,14.59
Premium UP>=1M,PPP 17,US$,Female Non Smoker,58,15.19
Premium UP>=1M,PPP 17,US$,Female Non Smoker,59,15.84
Premium UP>=1M,PPP 17,US$,Female Non Smoker,60,16.54
Premium UP>=1M,PPP 17,US$,Female Non Smoker,61,17.32
Premium UP>=1M,PPP 17,US$,Female Non Smoker,62,18.16
Premium UP>=1M,PPP 17,US$,Female Non Smoker,63,19.06
Premium UP>=1M,PPP 17,US$,Female Non Smoker,64,19.99
Premium UP>=1M,PPP 17,US$,Female Non Smoker,65,20.94
Premium UP>=1M,PPP 17,US$,Female Non Smoker,66,21.9
Premium UP>=1M,PPP 17,US$,Female Non Smoker,67,22.85
Premium UP>=1M,PPP 17,US$,Female Non Smoker,68,23.77
Premium UP>=1M,PPP 17,US$,Female Non Smoker,69,24.7
Premium UP>=1M,PPP 16,IDR,Male Smoker,18,2.43
Premium UP>=1M,PPP 16,IDR,Male Smoker,19,2.45
Premium UP>=1M,PPP 16,IDR,Male Smoker,20,2.48
Premium UP>=1M,PPP 16,IDR,Male Smoker,21,2.51
Premium UP>=1M,PPP 16,IDR,Male Smoker,22,2.56
Premium UP>=1M,PPP 16,IDR,Male Smoker,23,2.62
Premium UP>=1M,PPP 16,IDR,Male Smoker,24,2.69
Premium UP>=1M,PPP 16,IDR,Male Smoker,25,2.78
Premium UP>=1M,PPP 16,IDR,Male Smoker,26,2.9
Premium UP>=1M,PPP 16,IDR,Male Smoker,27,3.04
Premium UP>=1M,PPP 16,IDR,Male Smoker,28,3.2
Premium UP>=1M,PPP 16,IDR,Male Smoker,29,3.4
Premium UP>=1M,PPP 16,IDR,Male Smoker,30,3.64
Premium UP>=1M,PPP 16,IDR,Male Smoker,31,3.9
Premium UP>=1M,PPP 16,IDR,Male Smoker,32,4.2
Premium UP>=1M,PPP 16,IDR,Male Smoker,33,4.53
Premium UP>=1M,PPP 16,IDR,Male Smoker,34,4.9
Premium UP>=1M,PPP 16,IDR,Male Smoker,35,5.3
Premium UP>=1M,PPP 16,IDR,Male Smoker,36,5.74
Premium UP>=1M,PPP 16,IDR,Male Smoker,37,6.23
Premium UP>=1M,PPP 16,IDR,Male Smoker,38,6.76
Premium UP>=1M,PPP 16,IDR,Male Smoker,39,7.35
Premium UP>=1M,PPP 16,IDR,Male Smoker,40,7.98
Premium UP>=1M,PPP 16,IDR,Male Smoker,41,8.67
Premium UP>=1M,PPP 16,IDR,Male Smoker,42,9.42
Premium UP>=1M,PPP 16,IDR,Male Smoker,43,10.23
Premium UP>=1M,PPP 16,IDR,Male Smoker,44,11.12
Premium UP>=1M,PPP 16,IDR,Male Smoker,45,12.09
Premium UP>=1M,PPP 16,IDR,Male Smoker,46,13.14
Premium UP>=1M,PPP 16,IDR,Male Smoker,47,14.3
Premium UP>=1M,PPP 16,IDR,Male Smoker,48,15.58
Premium UP>=1M,PPP 16,IDR,Male Smoker,49,16.99
Premium UP>=1M,PPP 16,IDR,Male Smoker,50,18.54
Premium UP>=1M,PPP 16,IDR,Male Smoker,51,20.26
Premium UP>=1M,PPP 16,IDR,Male Smoker,52,22.15
Premium UP>=1M,PPP 16,IDR,Male Smoker,53,24.22
Premium UP>=1M,PPP 16,IDR,Male Smoker,54,26.48
Premium UP>=1M,PPP 16,IDR,Male Smoker,55,28.09
Premium UP>=1M,PPP 16,IDR,Male Smoker,56,29.76
Premium UP>=1M,PPP 16,IDR,Male Smoker,57,31.5
Premium UP>=1M,PPP 16,IDR,Male Smoker,58,33.32
Premium UP>=1M,PPP 16,IDR,Male Smoker,59,35.23
Premium UP>=1M,PPP 16,IDR,Male Smoker,60,37.24
Premium UP>=1M,PPP 16,IDR,Male Smoker,61,39.35
Premium UP>=1M,PPP 16,IDR,Male Smoker,62,41.55
Premium UP>=1M,PPP 16,IDR,Male Smoker,63,43.84
Premium UP>=1M,PPP 16,IDR,Male Smoker,64,46.21
Premium UP>=1M,PPP 16,IDR,Male Smoker,65,48.62
Premium UP>=1M,PPP 16,IDR,Male Smoker,66,51.07
Premium UP>=1M,PPP 16,IDR,Male Smoker,67,53.55
Premium UP>=1M,PPP 16,IDR,Male Smoker,68,56.06
Premium UP>=1M,PPP 16,IDR,Male Smoker,69,58.6
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,18,1.83
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,19,1.84
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,20,1.86
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,21,1.89
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,22,1.92
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,23,1.97
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,24,2.02
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,25,2.09
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,26,2.18
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,27,2.28
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,28,2.41
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,29,2.56
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,30,2.74
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,31,2.93
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,32,3.15
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,33,3.39
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,34,3.66
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,35,3.96
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,36,4.3
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,37,4.67
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,38,5.08
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,39,5.51
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,40,5.98
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,41,6.49
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,42,7.05
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,43,7.67
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,44,8.34
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,45,9.07
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,46,9.86
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,47,10.73
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,48,11.69
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,49,12.74
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,50,13.91
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,51,15.2
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,52,16.61
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,53,18.16
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,54,19.84
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,55,21.05
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,56,22.31
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,57,23.62
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,58,24.98
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,59,26.41
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,60,27.92
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,61,29.5
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,62,31.15
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,63,32.87
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,64,34.64
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,65,36.45
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,66,38.28
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,67,40.14
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,68,42.0
Premium UP>=1M,PPP 16,IDR,Male Non Smoker,69,43.9
Premium UP>=1M,PPP 16,IDR,Female Smoker,18,1.93
Premium UP>=1M,PPP 16,IDR,Female Smoker,19,1.95
Premium UP>=1M,PPP 16,IDR,Female Smoker,20,1.97
Premium UP>=1M,PPP 16,IDR,Female Smoker,21,1.99
Premium UP>=1M,PPP 16,IDR,Female Smoker,22,2.03
Premium UP>=1M,PPP 16,IDR,Female Smoker,23,2.08
Premium UP>=1M,PPP 16,IDR,Female Smoker,24,2.14
Premium UP>=1M,PPP 16,IDR,Female Smoker,25,2.21
Premium UP>=1M,PPP 16,IDR,Female Smoker,26,2.3
Premium UP>=1M,PPP 16,IDR,Female Smoker,27,2.42
Premium UP>=1M,PPP 16,IDR,Female Smoker,28,2.55
Premium UP>=1M,PPP 16,IDR,Female Smoker,29,2.71
Premium UP>=1M,PPP 16,IDR,Female Smoker,30,2.9
Premium UP>=1M,PPP 16,IDR,Female Smoker,31,3.1
Premium UP>=1M,PPP 16,IDR,Female Smoker,32,3.33
Premium UP>=1M,PPP 16,IDR,Female Smoker,33,3.58
Premium UP>=1M,PPP 16,IDR,Female Smoker,34,3.85
Premium UP>=1M,PPP 16,IDR,Female Smoker,35,4.16
Premium UP>=1M,PPP 16,IDR,Female Smoker,36,4.49
Premium UP>=1M,PPP 16,IDR,Female Smoker,37,4.84
Premium UP>=1M,PPP 16,IDR,Female Smoker,38,5.22
Premium UP>=1M,PPP 16,IDR,Female Smoker,39,5.63
Premium UP>=1M,PPP 16,IDR,Female Smoker,40,6.05
Premium UP>=1M,PPP 16,IDR,Female Smoker,41,6.5
Premium UP>=1M,PPP 16,IDR,Female Smoker,42,6.97
Premium UP>=1M,PPP 16,IDR,Female Smoker,43,7.48
Premium UP>=1M,PPP 16,IDR,Female Smoker,44,8.0
Premium UP>=1M,PPP 16,IDR,Female Smoker,45,8.55
Premium UP>=1M,PPP 16,IDR,Female Smoker,46,9.14
Premium UP>=1M,PPP 16,IDR,Female Smoker,47,9.76
Premium UP>=1M,PPP 16,IDR,Female Smoker,48,10.44
Premium UP>=1M,PPP 16,IDR,Female Smoker,49,11.19
Premium UP>=1M,PPP 16,IDR,Female Smoker,50,12.0
Premium UP>=1M,PPP 16,IDR,Female Smoker,51,12.89
Premium UP>=1M,PPP 16,IDR,Female Smoker,52,13.86
Premium UP>=1M,PPP 16,IDR,Female Smoker,53,14.92
Premium UP>=1M,PPP 16,IDR,Female Smoker,54,16.05
Premium UP>=1M,PPP 16,IDR,Female Smoker,55,16.84
Premium UP>=1M,PPP 16,IDR,Female Smoker,56,17.65
Premium UP>=1M,PPP 16,IDR,Female Smoker,57,18.48
Premium UP>=1M,PPP 16,IDR,Female Smoker,58,19.36
Premium UP>=1M,PPP 16,IDR,Female Smoker,59,20.32
Premium UP>=1M,PPP 16,IDR,Female Smoker,60,21.35
Premium UP>=1M,PPP 16,IDR,Female Smoker,61,22.48
Premium UP>=1M,PPP 16,IDR,Female Smoker,62,23.71
Premium UP>=1M,PPP 16,IDR,Female Smoker,63,25.02
Premium UP>=1M,PPP 16,IDR,Female Smoker,64,26.36
Premium UP>=1M,PPP 16,IDR,Female Smoker,65,27.71
Premium UP>=1M,PPP 16,IDR,Female Smoker,66,29.07
Premium UP>=1M,PPP 16,IDR,Female Smoker,67,30.39
Premium UP>=1M,PPP 16,IDR,Female Smoker,68,31.68
Premium UP>=1M,PPP 16,IDR,Female Smoker,69,33.0
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,18,1.42
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,19,1.44
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,20,1.45
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,21,1.47
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,22,1.5
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,23,1.54
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,24,1.58
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,25,1.64
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,26,1.71
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,27,1.79
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,28,1.89
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,29,2.02
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,30,2.16
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,31,2.31
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,32,2.47
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,33,2.66
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,34,2.87
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,35,3.1
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,36,3.35
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,37,3.61
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,38,3.9
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,39,4.21
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,40,4.53
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,41,4.87
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,42,5.23
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,43,5.6
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,44,5.98
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,45,6.4
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,46,6.85
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,47,7.32
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,48,7.84
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,49,8.39
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,50,9.01
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,51,9.68
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,52,10.4
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,53,11.19
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,54,12.04
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,55,12.63
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,56,13.24
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,57,13.87
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,58,14.53
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,59,15.24
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,60,16.01
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,61,16.86
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,62,17.78
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,63,18.76
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,64,19.77
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,65,20.79
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,66,21.8
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,67,22.8
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,68,23.75
Premium UP>=1M,PPP 16,IDR,Female Non Smoker,69,24.7
Premium UP>=1M,PPP 16,US$,Male Smoker,18,2.45
Premium UP>=1M,PPP 16,US$,Male Smoker,19,2.48
Premium UP>=1M,PPP 16,US$,Male Smoker,20,2.51
Premium UP>=1M,PPP 16,US$,Male Smoker,21,2.56
Premium UP>=1M,PPP 16,US$,Male Smoker,22,2.62
Premium UP>=1M,PPP 16,US$,Male Smoker,23,2.7
Premium UP>=1M,PPP 16,US$,Male Smoker,24,2.8
Premium UP>=1M,PPP 16,US$,Male Smoker,25,2.91
Premium UP>=1M,PPP 16,US$,Male Smoker,26,3.05
Premium UP>=1M,PPP 16,US$,Male Smoker,27,3.22
Premium UP>=1M,PPP 16,US$,Male Smoker,28,3.41
Premium UP>=1M,PPP 16,US$,Male Smoker,29,3.64
Premium UP>=1M,PPP 16,US$,Male Smoker,30,3.91
Premium UP>=1M,PPP 16,US$,Male Smoker,31,4.2
Premium UP>=1M,PPP 16,US$,Male Smoker,32,4.53
Premium UP>=1M,PPP 16,US$,Male Smoker,33,4.9
Premium UP>=1M,PPP 16,US$,Male Smoker,34,5.29
Premium UP>=1M,PPP 16,US$,Male Smoker,35,5.73
Premium UP>=1M,PPP 16,US$,Male Smoker,36,6.21
Premium UP>=1M,PPP 16,US$,Male Smoker,37,6.74
Premium UP>=1M,PPP 16,US$,Male Smoker,38,7.31
Premium UP>=1M,PPP 16,US$,Male Smoker,39,7.94
Premium UP>=1M,PPP 16,US$,Male Smoker,40,8.63
Premium UP>=1M,PPP 16,US$,Male Smoker,41,9.38
Premium UP>=1M,PPP 16,US$,Male Smoker,42,10.2
Premium UP>=1M,PPP 16,US$,Male Smoker,43,11.09
Premium UP>=1M,PPP 16,US$,Male Smoker,44,12.06
Premium UP>=1M,PPP 16,US$,Male Smoker,45,13.12
Premium UP>=1M,PPP 16,US$,Male Smoker,46,14.28
Premium UP>=1M,PPP 16,US$,Male Smoker,47,15.55
Premium UP>=1M,PPP 16,US$,Male Smoker,48,16.95
Premium UP>=1M,PPP 16,US$,Male Smoker,49,18.49
Premium UP>=1M,PPP 16,US$,Male Smoker,50,20.19
Premium UP>=1M,PPP 16,US$,Male Smoker,51,22.05
Premium UP>=1M,PPP 16,US$,Male Smoker,52,24.1
Premium UP>=1M,PPP 16,US$,Male Smoker,53,26.33
Premium UP>=1M,PPP 16,US$,Male Smoker,54,28.77
Premium UP>=1M,PPP 16,US$,Male Smoker,55,30.23
Premium UP>=1M,PPP 16,US$,Male Smoker,56,31.74
Premium UP>=1M,PPP 16,US$,Male Smoker,57,33.32
Premium UP>=1M,PPP 16,US$,Male Smoker,58,34.97
Premium UP>=1M,PPP 16,US$,Male Smoker,59,36.7
Premium UP>=1M,PPP 16,US$,Male Smoker,60,38.52
Premium UP>=1M,PPP 16,US$,Male Smoker,61,40.44
Premium UP>=1M,PPP 16,US$,Male Smoker,62,42.45
Premium UP>=1M,PPP 16,US$,Male Smoker,63,44.56
Premium UP>=1M,PPP 16,US$,Male Smoker,64,46.76
Premium UP>=1M,PPP 16,US$,Male Smoker,65,49.01
Premium UP>=1M,PPP 16,US$,Male Smoker,66,51.32
Premium UP>=1M,PPP 16,US$,Male Smoker,67,53.69
Premium UP>=1M,PPP 16,US$,Male Smoker,68,56.12
Premium UP>=1M,PPP 16,US$,Male Smoker,69,58.6
Premium UP>=1M,PPP 16,US$,Male Non Smoker,18,1.84
Premium UP>=1M,PPP 16,US$,Male Non Smoker,19,1.86
Premium UP>=1M,PPP 16,US$,Male Non Smoker,20,1.89
Premium UP>=1M,PPP 16,US$,Male Non Smoker,21,1.93
Premium UP>=1M,PPP 16,US$,Male Non Smoker,22,1.97
Premium UP>=1M,PPP 16,US$,Male Non Smoker,23,2.03
Premium UP>=1M,PPP 16,US$,Male Non Smoker,24,2.1
Premium UP>=1M,PPP 16,US$,Male Non Smoker,25,2.19
Premium UP>=1M,PPP 16,US$,Male Non Smoker,26,2.29
Premium UP>=1M,PPP 16,US$,Male Non Smoker,27,2.42
Premium UP>=1M,PPP 16,US$,Male Non Smoker,28,2.56
Premium UP>=1M,PPP 16,US$,Male Non Smoker,29,2.74
Premium UP>=1M,PPP 16,US$,Male Non Smoker,30,2.93
Premium UP>=1M,PPP 16,US$,Male Non Smoker,31,3.15
Premium UP>=1M,PPP 16,US$,Male Non Smoker,32,3.39
Premium UP>=1M,PPP 16,US$,Male Non Smoker,33,3.66
Premium UP>=1M,PPP 16,US$,Male Non Smoker,34,3.96
Premium UP>=1M,PPP 16,US$,Male Non Smoker,35,4.28
Premium UP>=1M,PPP 16,US$,Male Non Smoker,36,4.65
Premium UP>=1M,PPP 16,US$,Male Non Smoker,37,5.05
Premium UP>=1M,PPP 16,US$,Male Non Smoker,38,5.49
Premium UP>=1M,PPP 16,US$,Male Non Smoker,39,5.96
Premium UP>=1M,PPP 16,US$,Male Non Smoker,40,6.47
Premium UP>=1M,PPP 16,US$,Male Non Smoker,41,7.03
Premium UP>=1M,PPP 16,US$,Male Non Smoker,42,7.64
Premium UP>=1M,PPP 16,US$,Male Non Smoker,43,8.31
Premium UP>=1M,PPP 16,US$,Male Non Smoker,44,9.04
Premium UP>=1M,PPP 16,US$,Male Non Smoker,45,9.84
Premium UP>=1M,PPP 16,US$,Male Non Smoker,46,10.71
Premium UP>=1M,PPP 16,US$,Male Non Smoker,47,11.67
Premium UP>=1M,PPP 16,US$,Male Non Smoker,48,12.71
Premium UP>=1M,PPP 16,US$,Male Non Smoker,49,13.87
Premium UP>=1M,PPP 16,US$,Male Non Smoker,50,15.14
Premium UP>=1M,PPP 16,US$,Male Non Smoker,51,16.54
Premium UP>=1M,PPP 16,US$,Male Non Smoker,52,18.07
Premium UP>=1M,PPP 16,US$,Male Non Smoker,53,19.74
Premium UP>=1M,PPP 16,US$,Male Non Smoker,54,21.57
Premium UP>=1M,PPP 16,US$,Male Non Smoker,55,22.66
Premium UP>=1M,PPP 16,US$,Male Non Smoker,56,23.8
Premium UP>=1M,PPP 16,US$,Male Non Smoker,57,24.98
Premium UP>=1M,PPP 16,US$,Male Non Smoker,58,26.21
Premium UP>=1M,PPP 16,US$,Male Non Smoker,59,27.51
Premium UP>=1M,PPP 16,US$,Male Non Smoker,60,28.88
Premium UP>=1M,PPP 16,US$,Male Non Smoker,61,30.32
Premium UP>=1M,PPP 16,US$,Male Non Smoker,62,31.83
Premium UP>=1M,PPP 16,US$,Male Non Smoker,63,33.41
Premium UP>=1M,PPP 16,US$,Male Non Smoker,64,35.05
Premium UP>=1M,PPP 16,US$,Male Non Smoker,65,36.74
Premium UP>=1M,PPP 16,US$,Male Non Smoker,66,38.47
Premium UP>=1M,PPP 16,US$,Male Non Smoker,67,40.24
Premium UP>=1M,PPP 16,US$,Male Non Smoker,68,42.04
Premium UP>=1M,PPP 16,US$,Male Non Smoker,69,43.9
Premium UP>=1M,PPP 16,US$,Female Smoker,18,1.94
Premium UP>=1M,PPP 16,US$,Female Smoker,19,1.97
Premium UP>=1M,PPP 16,US$,Female Smoker,20,2.0
Premium UP>=1M,PPP 16,US$,Female Smoker,21,2.03
Premium UP>=1M,PPP 16,US$,Female Smoker,22,2.08
Premium UP>=1M,PPP 16,US$,Female Smoker,23,2.14
Premium UP>=1M,PPP 16,US$,Female Smoker,24,2.22
Premium UP>=1M,PPP 16,US$,Female Smoker,25,2.32
Premium UP>=1M,PPP 16,US$,Female Smoker,26,2.43
Premium UP>=1M,PPP 16,US$,Female Smoker,27,2.56
Premium UP>=1M,PPP 16,US$,Female Smoker,28,2.72
Premium UP>=1M,PPP 16,US$,Female Smoker,29,2.9
Premium UP>=1M,PPP 16,US$,Female Smoker,30,3.11
Premium UP>=1M,PPP 16,US$,Female Smoker,31,3.33
Premium UP>=1M,PPP 16,US$,Female Smoker,32,3.58
Premium UP>=1M,PPP 16,US$,Female Smoker,33,3.85
Premium UP>=1M,PPP 16,US$,Female Smoker,34,4.15
Premium UP>=1M,PPP 16,US$,Female Smoker,35,4.47
Premium UP>=1M,PPP 16,US$,Female Smoker,36,4.82
Premium UP>=1M,PPP 16,US$,Female Smoker,37,5.19
Premium UP>=1M,PPP 16,US$,Female Smoker,38,5.59
Premium UP>=1M,PPP 16,US$,Female Smoker,39,6.02
Premium UP>=1M,PPP 16,US$,Female Smoker,40,6.47
Premium UP>=1M,PPP 16,US$,Female Smoker,41,6.94
Premium UP>=1M,PPP 16,US$,Female Smoker,42,7.44
Premium UP>=1M,PPP 16,US$,Female Smoker,43,7.97
Premium UP>=1M,PPP 16,US$,Female Smoker,44,8.53
Premium UP>=1M,PPP 16,US$,Female Smoker,45,9.12
Premium UP>=1M,PPP 16,US$,Female Smoker,46,9.74
Premium UP>=1M,PPP 16,US$,Female Smoker,47,10.4
Premium UP>=1M,PPP 16,US$,Female Smoker,48,11.13
Premium UP>=1M,PPP 16,US$,Female Smoker,49,11.93
Premium UP>=1M,PPP 16,US$,Female Smoker,50,12.81
Premium UP>=1M,PPP 16,US$,Female Smoker,51,13.78
Premium UP>=1M,PPP 16,US$,Female Smoker,52,14.83
Premium UP>=1M,PPP 16,US$,Female Smoker,53,15.98
Premium UP>=1M,PPP 16,US$,Female Smoker,54,17.22
Premium UP>=1M,PPP 16,US$,Female Smoker,55,17.93
Premium UP>=1M,PPP 16,US$,Female Smoker,56,18.67
Premium UP>=1M,PPP 16,US$,Female Smoker,57,19.43
Premium UP>=1M,PPP 16,US$,Female Smoker,58,20.24
Premium UP>=1M,PPP 16,US$,Female Smoker,59,21.11
Premium UP>=1M,PPP 16,US$,Female Smoker,60,22.06
Premium UP>=1M,PPP 16,US$,Female Smoker,61,23.09
Premium UP>=1M,PPP 16,US$,Female Smoker,62,24.21
Premium UP>=1M,PPP 16,US$,Female Smoker,63,25.42
Premium UP>=1M,PPP 16,US$,Female Smoker,64,26.66
Premium UP>=1M,PPP 16,US$,Female Smoker,65,27.92
Premium UP>=1M,PPP 16,US$,Female Smoker,66,29.2
Premium UP>=1M,PPP 16,US$,Female Smoker,67,30.46
Premium UP>=1M,PPP 16,US$,Female Smoker,68,31.71
Premium UP>=1M,PPP 16,US$,Female Smoker,69,33.0
Premium UP>=1M,PPP 16,US$,Female Non Smoker,18,1.44
Premium UP>=1M,PPP 16,US$,Female Non Smoker,19,1.45
Premium UP>=1M,PPP 16,US$,Female Non Smoker,20,1.47
Premium UP>=1M,PPP 16,US$,Female Non Smoker,21,1.5
Premium UP>=1M,PPP 16,US$,Female Non Smoker,22,1.54
Premium UP>=1M,PPP 16,US$,Female Non Smoker,23,1.59
Premium UP>=1M,PPP 16,US$,Female Non Smoker,24,1.64
Premium UP>=1M,PPP 16,US$,Female Non Smoker,25,1.71
Premium UP>=1M,PPP 16,US$,Female Non Smoker,26,1.8
Premium UP>=1M,PPP 16,US$,Female Non Smoker,27,1.9
Premium UP>=1M,PPP 16,US$,Female Non Smoker,28,2.02
Premium UP>=1M,PPP 16,US$,Female Non Smoker,29,2.16
Premium UP>=1M,PPP 16,US$,Female Non Smoker,30,2.31
Premium UP>=1M,PPP 16,US$,Female Non Smoker,31,2.48
Premium UP>=1M,PPP 16,US$,Female Non Smoker,32,2.66
Premium UP>=1M,PPP 16,US$,Female Non Smoker,33,2.87
Premium UP>=1M,PPP 16,US$,Female Non Smoker,34,3.09
Premium UP>=1M,PPP 16,US$,Female Non Smoker,35,3.33
Premium UP>=1M,PPP 16,US$,Female Non Smoker,36,3.6
Premium UP>=1M,PPP 16,US$,Female Non Smoker,37,3.88
Premium UP>=1M,PPP 16,US$,Female Non Smoker,38,4.18
Premium UP>=1M,PPP 16,US$,Female Non Smoker,39,4.51
Premium UP>=1M,PPP 16,US$,Female Non Smoker,40,4.84
Premium UP>=1M,PPP 16,US$,Female Non Smoker,41,5.2
Premium UP>=1M,PPP 16,US$,Female Non Smoker,42,5.58
Premium UP>=1M,PPP 16,US$,Female Non Smoker,43,5.97
Premium UP>=1M,PPP 16,US$,Female Non Smoker,44,6.38
Premium UP>=1M,PPP 16,US$,Female Non Smoker,45,6.83
Premium UP>=1M,PPP 16,US$,Female Non Smoker,46,7.3
Premium UP>=1M,PPP 16,US$,Female Non Smoker,47,7.81
Premium UP>=1M,PPP 16,US$,Female Non Smoker,48,8.36
